-231.1158999587642,-87.0146843381226,175.0
-229.53339036670513,-89.33075335342437,175.0
-228.92239196861658,-90.13357766069184,185.0
-228.31139357052805,-90.93640196795933,185.0
-227.7003951724395,-91.7392262752268,185.0
-227.08939677435094,-92.54205058249428,185.0
-226.4783983762624,-93.34487488976175,185.0
-225.86739997817386,-94.14769919702924,185.0
-225.2564015800853,-94.95052350429671,185.0
-224.64540318199676,-95.7533478115642,185.0
-224.03440478390823,-96.55617211883167,185.0
-223.42340638581967,-97.35899642609915,185.0
-222.81240798773112,-98.16182073336662,185.0
-222.2014095896426,-98.96464504063411,185.0
-221.59041119155404,-99.76746934790158,185.0
-220.97941279346549,-100.57029365516907,185.0
-220.36841439537693,-101.37311796243654,185.0
-219.7574159972884,-102.17594226970402,185.0
-219.14641759919985,-102.9787665769715,185.0
-218.5354192011113,-103.78159088423897,185.0
-217.92442080302277,-104.58441519150645,185.0
-217.31342240493422,-105.38723949877394,185.0
-216.70242400684566,-106.19006380604141,185.0
-216.09142560875713,-106.99288811330888,185.0
-215.48042721066858,-107.79571242057636,185.0
-214.86942881258003,-108.59853672784384,185.0
-214.2584304144915,-109.40136103511132,185.0
-213.64743201640295,-110.20418534237879,185.0
-213.0364336183144,-111.00700964964628,185.0
-212.42543522022584,-111.80983395691375,185.0
-211.8144368221373,-112.61265826418123,184.0
-211.20343842404876,-113.4154825714487,184.0
-210.5924400259602,-114.21830687871619,184.0
-209.98144162787167,-115.02113118598366,184.0
-209.37044322978312,-115.82395549325113,184.0
-208.75944483169457,-116.62677980051862,185.0
-208.148446433606,-117.4296041077861,185.0
-207.53744803551749,-118.23242841505358,185.0
-206.92644963742893,-119.03525272232105,185.0
-206.31545123934038,-119.83807702958853,185.0
-205.70445284125185,-120.64090133685602,185.0
-205.0934544431633,-121.44372564412349,185.0
-204.48245604507474,-122.24654995139096,185.0
-203.87145764698622,-123.04937425865845,185.0
-203.26045924889766,-123.85219856592592,185.0
-202.6494608508091,-124.65502287319339,185.0
-202.03846245272055,-125.45784718046087,185.0
-201.42746405463203,-126.26067148772836,185.0
-200.81646565654347,-127.06349579499584,185.0
-200.20546725845492,-127.8663201022633,185.0
-199.5944688603664,-128.6691444095308,185.0
-198.98347046227784,-129.47196871679827,185.0
-198.37247206418928,-130.27479302406573,185.0
